,id,reviews,target
14218,14218,재구매 제가 사용해보고 지인께 추천했네요,4
14219,14219,접착력 강합니다 유리나 비슷한 면 이외네는 탈착할 때 손상이 있을 거 같아요 ㅎㅎ 저는 유리 책상이라서 괜찮을 거 같지만 덕분에 선 정리할 수 있네요 감사합니다 포장이 조금 아쉬워요. 보관하기 힘듦 ㅋㅋ 활용도 높아서 좋습니다,5
14220,14220,맛도좋고양도넉넉해요ㅎㅎ,5
14221,14221,진짜 두꺼운데 너무 맘에 들어요,5
14222,14222,너무 긴 모종이 왔어요,1
14223,14223,배송은 빠르고 좋아요 좀 더 긴 걸 살 걸 그랬나 봐요 생각보다 작네요,4
14224,14224,돟아요좋아요좋어욯ㅎㅎ,4
14225,14225,좋네요 아주 맘에 듦,5
14226,14226,잘 받았습니다. 생각보다 깊이나 크기가 크지 않네요,2
14227,14227,이거 사지 마세요.. 지워도 자국 고대로 남음... 칠판 한번 쓰고 버려야 된다고 생각하심 됩니다.. 아님 한번 쓰고 영원히 안 지우시거나... 아니면 다른 거 사세요...,2
14228,14228,"제가 웬만하면 별점 4-5개 주는데- 이거는 좀 ㅠㅠ 사진이라 색감이 실물이랑 다를 거라 감안해도... 너무 다르네요. 그리고 생각보다 많이 흐물거려서, 착 붙는 느낌이 적어요. 천 원이면 딱 맞을 가격이에요.",1
14229,14229,비닐포장으로 왔습니다. 그래서 속 박스 다 찌그러지고 기분도 별로네요;;; 이벤트 해서 구매했지만... 배송상태나 크기나 제돈 주고 구매할 거 같진 않습니다.... 그냥 스팸 사 먹을래요,2
14230,14230,닦았는데도 잔 가시가 너무 많아서 찔리고 대나무 하나는 툭 튀어나와서 불량을 보내준 줄 알았어요. 너무 실망이에요.,1
14231,14231,아기가 좋아하는지는 아직 어려서 모르겠지만 필요해서 샀어요,5
14232,14232,오래된 제품을 보내주셨네요 털 상태 꽝입니다,1
14233,14233,여기저기 활용하기 참 좋아요,5
14234,14234,덱에 쉽게 고정을 했네요 다만 내구성이 ....,2
14235,14235,색감도 이쁘고 소재에 비해 저렴 보이지 않고 좋아요,5
14236,14236,저한테는 별로 효과가 없네요~,2
14237,14237,받으신 분이 맘에 들어 하네요 잘 사용하고 있답니다^^,5
14238,14238,중국에서 만들어서 그런지. .디테일이 많이 떨어집니다 (흠집 짝짝이 도색 벗겨짐 휘어짐 등등) 싼 맛에 그럭저럭 쓰실 분 사시면 됩니다~,2
14239,14239,그레인데 브라운에 가깝네요,2
14240,14240,아기가 너무 좋아해요! 다만 그림 그리기는 다른 거로 해줘요.. 저기 다 하면 주변까지 난리 통 돼요ᅮᅮ,5
14241,14241,리뷰 보고 복불복이 있을 거 같아서 좀 걱정돼서 우선 칫솔꽂이만 구매했는데 괜찮네요! 포장도 꼼꼼해요 햇빛에 잘 말려주면서 써보고 괜찮으면 또 구매하려고요 세트랑 발 매트랑 다~!,4
14242,14242,양말에 폴리. 나일론이 섞여 잏어서 착용감이 ㅠ.ㅠ,2
14243,14243,"물건 배송하실 때 검품을 제대로 안 하시는지 몇 개 시키지도 않았는데 누락이 되었습니다,, 머 빨리 다시 보내 주셔서 받긴 했지만 주말 토요일에 받았는데 엄청 당황했습니다,, 연락도 안 되고,,",2
14244,14244,제조된 지 좀 된 상품 같아요 잘 우러나지 않네요,2
14245,14245,빨리왓어용키카키카킼,5
14246,14246,컬러가 너무 예뻐요^^ 많이 파세요~,4
14247,14247,아직 사용은 못 해봤지만 포장 잘 되어 도착해서 잘 받았습니다,5
14248,14248,선물했는데 무난하고 좋네요 ᄒ,5
14249,14249,레몬향이 더 강하다 내 생각이랑은 다름,2
14250,14250,늘 시켜 먹는 거예요 좋아요,4
14251,14251,부착 어려움이 있을 것 같아 2개를 주문했는데 경화기가 안 왔어요... 결국 쓰지도 못하게...,2
14252,14252,할아버지 댁 놀러 갈 때 가져가기 좋아요~ 윷놀이 말고 아이들이랑 할 수 있는 게임이라 정말 좋네요.. 고스톱을 자연스럽게 끊었어요..,5
14253,14253,저도 답례품으로 받아서 먹고 맛있어서 주문했어요 ^^감사합니다,5
14254,14254,썩은 밤이 너무 많았어요ㅠㅠ,2
14255,14255,튼튼하니 잘 사용할게요,4
14256,14256,빠른 배송에 좋았고요 설치도 간편했고 사용하고 있습니다^^,5
14257,14257,예뻐요 가로든 세로든 어떻게 조합하든 간에 다 잘 어울려요,5
14258,14258,좋아요 아이 연습용으로 구매했습니다 저는 바이올린은 아예 몰라서 유튜브 영상으로 송진 바르는 법 이랑 튜닝법 검색했어요 송진도 주시고 여분 줄이랑 바이올린 거치대까지 주시고 좋네요!!! 잘 사용할게요~,5
14259,14259,작동만 잘되면 좋겠네요,5
14260,14260,재구매 두유 하나의 빨대 꼽는 부분이 찢어져 줄줄 새서 왔습니다 하나만 문제라서 굳이 반품 처리하지 않겠지만 다시는 주문 안 합니다 꾸준히 재구매해왔는데 포장이 엉망진창인 상태로 왔네요 대단히 실망스럽습니다,1
14261,14261,잘 받았어요 포장 깔끔하고 엔진오일 공임 무료 쿠폰도 있고 저렴히 잘 샀네요 새는 곳도 없고요 번창하세요 ㅎ 잘 쓸게요,5
14262,14262,생활 흠집이 너무 쉽게 나는 거 같아요,1
14263,14263,한 달간 잘 썼어요 ㅎㅎ귀여워요,5
14264,14264,제품도 튼실하고 거실에 잘 어울리네요,5
14265,14265,엄청 맛있게 먹었습니다 샤부샤부용 소고기를 조금 넣어 끊이니 더 맛있었고요 대창 한번 데치고 가락국수 사리 넣어 먹었어요 good,5
14266,14266,딱. 지금 시기에 좋아요. 잘 쓸게요,5
14267,14267,생각보다 많이 구깃구깃 해요 막 입던 옷 같은 느낌..,2
14268,14268,흡착력이 너무 약해요 많이 올려놓지도 않는데,2
14269,14269,그냥 제품이 하자에요. 두 개가 사이즈가 틀려서 고정이 안되네요.. 싸고 좋은 건 이 세상에 없습니다!,1
14270,14270,배송은 빨라요 근데 많이 주문하다 보니 첨에 누락돼서 온 게 몇 개 있었고 색상 다른 게 몇 개 있었는데 다시보내주셨어요ㅋㅋ 제품은포장잘대있고좋아요ㅋㅋ,5
14271,14271,꼬치는 그냥 그랬는데 양 갈비는 숯에 구워서 먹었는데 너무 맛있었어요 최고 또 구매할 예정입니다 꼬치는 그냥 재미로 ㅎㅎ,5
14272,14272,칠레산 블루베리 1kg × 3 잘 받았어요 블루베리가 눈에 좋은 식품으로 널리 알려져 있어서 눈에 영양을 주기 위하여 칠레산 블루베리를 꼭 먹고 있어요 칠레산 블루베리 만족함,5
14273,14273,화면보다 털이 그다지ᅮᅲ암튼 좀 거친 느낌에요 풍성함도 덜하고요,2
14274,14274,"재구매 두 번째 구매! 보리 차, 옥수수 차 맛있어요!",5
14275,14275,선물용으로 아주 좋습니다 감사합니다,5
14276,14276,김치 시큼한 맛이 나서 별로였습니다,2
14277,14277,너무 귀여워요^^,5
14278,14278,얼룩제거제가 필요해서 여러 곳 성분 비교해 보고 좋아서 구매했어요! 1+1 이벤트까지 해서 바로 구입!,5
14279,14279,가볍고 설치 편해요ㅎ 만족,4
14280,14280,제형 적당하고 흡수력도 좋네요 아침에 일어나면 안색이 밝고 촉촉합니다 화장도 잘 먹고요 구성비 짱입니다 다 쓰고 재구매할게요~,5
14281,14281,재구매 먼지 잘 달라붙고 소음은 기름이니 일시적인 듯... 지속력은 그다지...,1
14282,14282,별로예요~ 맘에 안 들어요,1
14283,14283,생각보다 향이 인공적이네요,2
14284,14284,괜찮아요 제가 공자에서 다른 것 써보니 고글에 서리가 끼여서 앞이 잘 안 보이고 해서 썼다 벗었다 반복했는데 써보니 아주 괜찮아요,2
14285,14285,콩 향만 살짝 나는 아주아주 묽은 콩색깔 물 같아요.,1
14286,14286,우려먹는 차를 아주 간편하게 마실 수 있어 편리합니다 만족합니다,5
14287,14287,보통이요/69/(~~:,2
14288,14288,효과 불확실 방송에 나온 걸 보고,2
14289,14289,배송도 빠르고 제품도 좋네요ㅎㅎ,4
14290,14290,그냥 그래요 허접해요,2
14291,14291,허리 부분이 잘 늘어나지 않고 너무 두껍고... ㅠ 1개만 시킬걸 하고 엄청 후회한 제품이었어요.. ᅳ다신 재구매 없을 것 같아요,1
14292,14292,8부 정도 되는 레깅스 느낌이네요.. 정말 알고 싼 티가... 반품 귀찮아서 그냥 집안에서 입으려고 합니다. 몇 번 입으면 무릎 나올 듯...,2
14293,14293,"배송 빠르고 좋습니다. 외관도 만족스럽고, 성능은 좀 써 봐야 알 것 같아요.",5
14294,14294,깔끔하고 구성비 좋게 신발이 정리됐네요 좋습니다,5
14295,14295,훔.. 맛이 없어요.. 한번 먹고 안 먹고 있어요 ㅠㅠ 너무 건강한 맛 같기도,2
14296,14296,저한테는 안맞았어요ㅠㅠ 바를 때마다 엄청 큰 트러블이 나서 중단했다가 혹시나 해서 한 번만 더 발랐는데 아니나 다를까 또 왕 트러블이 나서ㅠㅠ 지금은 중단한 상태예요ㅠㅠ,1
14297,14297,걸레로 쓸 예정 반품비가 아깝,1
14298,14298,운동효과는 없는듯하네요,2
14299,14299,저렴한 가격에 배송받으니 좋아요,5
14300,14300,감자가 알감자처럼 작아요ㅜ 까기 귀찮아서 큰 거 시켰는데.. 너무 실망입니다,2
14301,14301,보조배터리 케이스로 쓰려고요 사이즈 딱 좋네요,5
14302,14302,스몰인데 너무 크네요. 아마도 티 나지 않게 하기 위해서인 것 같은데.. 입다 보면 많이 늘어나겠어요,2
14303,14303,상품이 잘못 왔어요 교화했는데....,1
14304,14304,도톰한 편이라 씹는 맛이 좋아요~^^,5
14305,14305,대하 살 꽉 찼네요 살이 꽉 찬 게 고소하고 가족들이랑 잘 먹었습니다! 배송도 빠르고 싱싱해서 너무 맛있게 먹었습니다!,5
14306,14306,광고처럼 물이 따뜻하지 않으며 약간 미지근한 정도입니다. 그리고 찬물 쪽은 덜한데 뜨신 물 나오는 쪽은 수압이 쌔서 그런지 물 나오는 곳이 작아서 그런지 몰라도 물을 틀면 옷이 다 젖는 점이 있음,2
14307,14307,시원해 보이고 감촉이 좋아요,4
14308,14308,튼튼해 보여 좋아요^^,5
14309,14309,이쁘기만 하고 손잡이도 안 튼튼하고 크기도 작고 ㅜㅠ,1
14310,14310,색 묻어 나오네요.. 옷에 묻을까 걱정입니다,1
14311,14311,그냥 그냥 그러네요....,2
14312,14312,재구매 배송 진짜 빠르고 정리해놓으니 깔끔해서 재구매했어요. 서비스로 주신 깜찍한 열쇠고리도 잘 받았습니다 감사합니다,5
14313,14313,주문한 상품과 다른 상품이 와서 교환 신청을 했는데 답변도 없고 짜증 나서 그냥 쓰겠다고 글 남겼는데 읽고 답도 없네요 어이없어요... 다시는 안 삽니다,1
14314,14314,배송 정말 빠르고 침대 매트리스 밑에 깔았는데 어떤지는 아직 잘 모름,4
14315,14315,뭐가 잘못된 건지 모르겠는데 트러블이 더 났어요ㅠ 사람마다 갈리는 것 같네요,2
14316,14316,재구매 따로 분리해서 알려놓고 생각날 때 마다 꺼내 먹으니 오래 먹고 맛있어요~,5
14317,14317,좋습니다 잘 사용하고 있어요,5
14318,14318,한숨 돈도 더 내고 주문했는데 가로 세로 다 짧고 별로예요 돈 아깝고 다이소 삼천 원보다도 못해요,2
14319,14319,간편한 건 좋지만 가공식품 먹는 맛이라 실망이요,2
14320,14320,알도 고르지 않고 생각보다 좋진 않아요. 배송 문제인지는 모르겠지만 상품문의에 블루베리 녹을 일 없다고 쓰여있길래 믿고 샀는데 세 개 중 두 개는 완전히 죽 됐네요.,2
14321,14321,제품이 정교하지 못하고 양쪽 다 심이 보여서 애들이 연필 깎을 때 물어보네요. 어느 쪽을 깎아야 하는지 헷갈려 합니다. 선물했는데 받은 사람들이 양쪽 다 심이 보이고 끝에 흰색 벗겨진 걸 보더니 아쉬워하네요~ 선물하고 찜찜해요;;,2
14322,14322,기름 때문에 생각보다 개운한 맛은 아니었지만 생면이 정말 정말 정말 정말 맛있습니다. 생면 꼭 드세요.,4
14323,14323,맘에 들어요!! 구성비 갑이네요~ 배송도 너무 빠르고 100% 만족합니다,5
14324,14324,가격 대비 깔끔하고 이쁩니다.,4
14325,14325,처음 써보는데 생각보다 크기도 괜찮고 두께도 괜찮았어요. 수세미 쓰면 씻기도 힘들고 더러워져서 고생했는데 그런 걱정 없이 쓸 수 있어서 편해요.,5
14326,14326,새롭게 론칭된 제품이어서 새로운 기대감으로 사용해봅니다.,5
14327,14327,동그란 젤 작은 사이즈 구매했는데 잘 벗겨져서 무용지물이에요ㅠ,1
14328,14328,잘(?) 받았습니다 앵글이야 그놈이 그놈인 거고 요 몇 주 전엔 택배기사 연락이 안 돼 애먹이더구먼 이번엔 앵글 2개 주문했더니 택배비랑 맞먹네 앞에 앵글 3개 주문하니 2500원이던데 2개 주문하니 4천 원인 택배비 ㅋ 그냥 웃고 넘길랍니다,2
14329,14329,재구매 세 번째 재구매 여기가 제일 나은 듯 맛있어요,5
14330,14330,처음에 온 상품이 하자가 있었지만 바로 바꿔주셔서~ 감사했어요~ 하지만 제품을 사용 시 열에 의해.. 이상한 냄새가 났어요.. 혹시나 저번처럼 하자가 있는지 봤지만 그렇지 않은 거 같아 그냥 사용하려고요~,2
14331,14331,베송도 빠르고 맬 먹는 중,2
14332,14332,별로예요 시간 지나면 굳어져요,1
14333,14333,500원에 배송비 2500 울며 겨자 먹기,1
14334,14334,무겁긴 무겁고요 두께감도 있어요 젤 큰 15센티 샀는데 글쎄요.. 전 더 큰 사이즈일 거라 생각했는데 기존에 쓰던 스테인리스가 딱 1.5인분 거리였는데 요것도 딱 1.5인분 거리 느낌이에요 제 주관적인 생각이니 참고하세요~~,2
14335,14335,아직 안써봐ㅛㅓ 모르겠어요,2
14336,14336,생각보다 작기는 하지만 잠 솔솔 잘 오네요~,5
14337,14337,여행 가서 너무 잘 썼어요! ㅎ.ㅎ 저번에 다른 유심 쓸 때 바로 연결 안 돼서 공항에서 난감한 적이 있어서 이번에 걱정했는데 비행기 내릴 때부터 카톡 카톡 바로 울리더라고요! 빠른 배송도 감사합니다!!!!,5
14338,14338,너무 얇아요 다시 구매하고 싶지. 않아요,1
14339,14339,생각보다 작은데 그래서 더 귀여워요,5
14340,14340,"저의 노트북에는 시디롬이 없어서 모스겠네요. usb 타입이나, 링크로 다운로드하는 방법이 좋을듯하네요..",2
14341,14341,저렴하면서도 정말 괜찮은 거 같아요,4
14342,14342,평소 먹던 고추잡채와는 많이 달랐지만 매콤한 맛이 나름 괜찮았어요,4
14343,14343,절대 다시 구매 안 합니다,2
14344,14344,의자에 걸어 쓰는 건데 별로예요 그냥 손으로 미는 게 더 낫고요 굳이 줄을 연결하고 싶으면 집에 있는 아무 끈으로 해도 돼요 돈 너무 아까움,1
14345,14345,3겹이긴 한데 엄청 얇아서 전에 쓰던 거랑 차이가 심해요...,1
14346,14346,"진짜 별로, 최악이에요 붙이기도 어렵지만 붙여도 들뜨고 붙여도 들뜨고 결국 다 버렸어요",1
14347,14347,6개 주문했는데 5개만 왔네요. 퍼플 2개 시켰는데 1개만 왔어요. 제품 보내면서 꼼꼼하게 검수 좀 해주시지..,1
14348,14348,쏠비치 예약하기 어려운데~가자고 투어 덕분에 연박으로 예약할 수 있었어요. 가격도 저렴한 편이고~ 신속하게 예약 진행되어 맘에 들어요^^ 다음에 또 예약할 일 있으면 이용해 볼게요!,5
14349,14349,희망 배송일에 맞춰서 친절하게 설치해주셨습니다.,5
14350,14350,항상 사용하는 거 없음 안됨,5
14351,14351,너무 가볍네요 조금 더 무게가 있엏으면 조앙ㅎ,2
14352,14352,중간 연결부위 허술해.,2
14353,14353,"특대라고 알고 구입했는데 그다지 크지 않았고요, 무엇보다 상한 게 들어 있어서 선별을 잘해서 보내주셨으면 좋았을 거 같아요. 반품하고 싶은 걸 참았어요.",2
14354,14354,"여벌옷, 양말 등에 이름표 붙일 수 있어서 좋더라고요! 다림질 귀찮지만 한꺼번에 모아서 하니 괜찮았고요! 접착력은 좋더라고요! 의류용 네임 스티커도 혼합형이 있었으면 좋겠어요!",4
14355,14355,배송 친절하게 해주시고 좋았습니다,5
14356,14356,배송 빠르고 친절하세요!,5
14357,14357,커튼 봉이 약하다 싶었는데 역시 고정이 안돼요 금방 떨어져요. 쓸 수 있는 걸 파는 게 어떨까요? 요즘 이런 제품들 너무 많아요 낭비에요 싼 거에 현혹되었네요,1
14358,14358,퍼펙션 칫솔 세트 구매했는데 실리콘 칫솔모 부분이 생각보다 딱딱하고 성형? 단계부터 잘못된 것처럼 모양이 이상하고 테두리에 손으로 뜯어지는 부분도 있었어요 아기 입에 들어가는 건데 재구매 의사 없어요 ㅠ,2
14359,14359,살짝 녹아서 아쉽지만... 먹어보고 또 구매할게요,5
14360,14360,명성대로 대만족임.,5
14361,14361,흡수되기보단 바로 증발되는 느낌으로 보습력을 기대하면 안 될 것 같습니다,2
14362,14362,"소피 소피는 시원한 향, 딜라이트는 달콤한 향. 저는 둘 다 좋지만 개인적으로 요즘은 딜라이트 뿌리고 다녀요~ 잘 받았습니다^^",5
14363,14363,너무너무 이뻐요 배송도 해외 배송 치고는 빨랐어요 ㅎㅎ,5
14364,14364,재구매 매번 먹는 곳이라 항상 검색해서 사요.. 어머니 드리는데 일단 진해서 건강해지는 느낌부터 든다 시네요,5
14365,14365,잘 안 밀려요 불편하고요,1
14366,14366,폭이 너무 작아서 케이스 씌운 휴대폰 넣고 빼기가 불가할 정도네요ㅜㅜ 재질도 좋고 고급 져 보이고 한데 사용할 수 없어 그냥 걸어두고 아쉬워하고만 있어요ㅜㅜ,2
14367,14367,진짜 좋아요!!!,2
14368,14368,좋아요 이쁘고 좋아요^^ 이런 디자인의 행주가 흔한 것 같지만 구하기 힘들더라고요 배송도 빨리 오고 포장도 이쁘게 되어서 와요 ㅎㅎ 선물용으로도 좋겠네요,5
14369,14369,시간이 조금 걸렸지만 만족합니다. 좋아요,5
14370,14370,신선하고 깔끔한 포장! 빠른 배송 감사합니다.,5
14371,14371,토퍼가 솜 이불 같아요 두텁지 않고 얇아요 실망입니다,1
14372,14372,가격이 상당히 비싹던거같아요,1
14373,14373,저렴한 가격에 크게 무르지 않은 상품이라 만족합니다,5
14374,14374,배송 빠르고 좋아요 색상도 이뻐요,5
14375,14375,손대기 무섭게 떼가 타고 골드 프레임 색이 변해있고요! 의자가 하도 삐거덕 거려봤더니 다리 하나가 찌그러져있어요! 반품하려면 오래 걸릴 거 같아 급한 제가 아쉬운 대로 고쳐 쓰네요! 비추합니다.,1
14376,14376,재구매 항상 쓰고 있는 튼튼한 제품입니다,5
14377,14377,배송도 빠르고 생각대로 치수도 잘 맞고 좋습니다.,5
14378,14378,풀이 스톤이 한 개가 다르게 들어있었어요! 다른 던 다 똑같았어요!!!,5
14379,14379,소리가 조금 아쉽습니다. 가격은 만족합니다~~디자인도 무난합니다,1
14380,14380,밥도안먿고몇분째뛰는지....이쁘구좋네용ㅋ,5
14381,14381,두 시간을 뚫었는데도 뚫리지 않네요ᆞ역시 사람 불러야 할 것 같습니다,2
14382,14382,저렴한 가격. 빠른 배송. 생각보다 크지 않다. 경보음이 만족스러움. 개인차가 있겠지만 의도적으로 강하게 당겼을 때만 빠졌으면 하는데 연결부 결속력이 엄청 강하진 않습니다.,4
14383,14383,돌김이라고 시켰는데 파래 김이랑 차이점이 없어요,2
14384,14384,이미 쓰긴 했지만 귀찮아서 연락 안 했는데 통 하나가 이미 넘쳐흘러 왔어요 ㅠㅠ,2
14385,14385,노하요 하여 하요 오하요 하니,5
14386,14386,둘째도 잘 먹어주기를ㅎ,5
14387,14387,버터 캐러멜은 구겨져서 오고 블랙페퍼 크림을 시켰는데 스파이시가 하나 더 오고 기분 레알 구림 잘 좀 넣어주세요;;;,1
14388,14388,미세한 흠집만 지워질 뿐 안 짐,1
14389,14389,본체와 자석이 자꾸 분리됩니다..,2
14390,14390,"ㅣㅏ adnfladflmfeqlㅁ알밀아밀ㅇㅁ;ㄹ;밍;밍 믕ㅁㄹ대뱌ㅐㅑㄷㅂㄷ가비ㅢ브디븓,븍ㄷㅇㄴㅇㄻㄴㄹㅇ",2
14391,14391,아기 신생아 때부터 사용하던 거구요...넘 맘에 들어요...^^,4
14392,14392,펌프가 없어서 주말에 수영장 가서 불어봐야 하는데 바람 빠질 것 같은 느낌.. 방금 받았는데 누가 쓰던 거 물려받은 느낌인데요,1
14393,14393,만족합니다 1차 구매 후 괜찮아서 2대째 구매입니다 혹시 판매자는 이걸 알고 계신 건지? 서비스?로 USB 리더기랑 실내 안테나를 주셨어요 이거 서비스 맞죠? 잘못 온 거 아니죠? 배송도 빨랐고 2대째 구매인데 만족합니다 번창하세요~~,5
14394,14394,답변 거짓이 없었으면 하네요 연락도 안 되고,2
14395,14395,주변에서 구입하는 것보다 선도가 떨어져서 실망스러웠습니다.,2
14396,14396,색상이 다 이뻐요~ 잘 쓸게요~~,5
14397,14397,구성품이 덜오면 안 되는 DYI 상품인데 망치/ 안전캡 둘 다 안 온건 너무 했어요,2
14398,14398,유리병에 금가서 왔어요 반품할까 하다가 그냥 넘어가는데 찝찝합니다 포장에 신경 써주세,2
14399,14399,재구매 물을 넣고 레인지 가볍게 돌려도 질겨요 지난번 제품들과 왜 다르죠,1
14400,14400,우산을 꽂아두고 물기가 있으니 녹이 생기네요,2
14401,14401,곰팡이 핌 산지 3일 만에 곰팡이 표서 죄다 버렸어요ㅡㅡ 당근이 다 갈라져 있어서 금방 맛이 가버렸네요 아내ㅡ,2
14402,14402,쿠팡 꺼 먹다 좀 더 맛있는 거 먹고 싶어서 배송비 내고 주문했는데 ㄱ별 차이 없어요 ㅠ 쿠팡 거로 다시...,2
14403,14403,튼튼해 보이긴 하는데 나사 2개나 바로 야마 나서 풀리지도 않고ㅡㅡ;; 어쩔지 모르겠네요,1
14404,14404,한번 클릿링으로 이렇게 됐네요. 불량인가요? 빠른 배송은 맘에 드는데 품질 만족도는 매우 실망입니다. 정품이라 믿기 어렵습니다,2
14405,14405,사이즈가. 너무 커서 보관이 불편해요,2
14406,14406,생각보다 좀 그러네요. 속이 좀 비취고,2
14407,14407,배송ㅡㅡ 침대 배송하는 아저씨 진짜 불친절 그리고 컴플레인 했으면 그 배송업체 말고 다른 사람 보내줘야지 왜 똑같은 배송업체를 보냈는지ᅳᅳ 그래도 상품은 그냥 그래요 배송업체만 아니었어도 그래도 이렇게 온라인으로 물건 사고팔 때 배송의 중요성이얼마나큰대요ㅡㅡ,2
14408,14408,구스리 스톤은 구성비 좋습니다ᄒᄒ,5
14409,14409,냉동 딸기라 갈아먹기에는 좋아요,5
14410,14410,재구매 항상 구매하는 거예요~~~ 잘 쓸게요,5
14411,14411,재질도 맘에 들고 좋아요 생각보다 좀 기네요,5
14412,14412,"저는 55사이즈인데, 정장은 한 사이즈 크게 입는 거라 상의는 66으로, 하의는 제가 히프가 커서 77로 샀는데 딱 좋아요! 적당히 여유 남네요!! 항상 취업 날개로 빌려만 입다가 반신반의로 저렴하게 샀는데 생각보다 소재도 너무 좋고 괜찮아요!",5
14413,14413,재구매 족저 근막염 때문에 재구매했어요,5
14414,14414,정반 정도는 유통기한이 3-4개월로 짧았어요,1
14415,14415,굿굿 너무 좋은걸요,5
14416,14416,빵 굽는데 시간이 더 걸리네요 부스러기 때문에 사용하긴 좋아요,2
14417,14417,재구매 내가 써보고 엄마 꺼 주문!!!,4
14418,14418,너무 익어서 왔네요 금방 무쳐줄 것 같아서 많이 시켰는데 포망입니다ㅠ,2
14419,14419,라탄 컵 받침 찾던 거라 만족해요- 결 모양이 다르긴 해요- 중심이 안 맞는 것도 있고요- 민감하신 분들은 고민해보세요- 저는 가격 대비 괜찮아서- 쓰려고요,5
14420,14420,큐티클 유용하게 잘 쓰고 이 써요 ᄒᄒ! 말끔히 잘 잘리고 좋아요,5
14421,14421,배송 불만족 서비스 불만족 다시는 거래 안 할 곳,1
14422,14422,바른 후 끈적임이 적고 향도 은은한 게 괜찮더라고요,4
14423,14423,괜찮은데 구멍 잘 나요 여러 개 샀는데 한번 신고 구멍 나서 버린 것 뒤 있어요,2
14424,14424,아주 별로네요,2
14425,14425,반짝이가 너무 많이 떨어져서 입어 보질 못하겠어요 ㅠ,2
14426,14426,폭이 너무 넓어요 비추,1
14427,14427,멋지다~!!!!!!!! 1,5
14428,14428,또구매하거싶네여 핏도 색상도 넘넘 조아영 배앓이 걱정은 안 해도 되게 어용 ㅎ,5
14429,14429,짱짱한 고무 머리끈인 줄 알았는데.. 그냥 얇은 돌돌 말리는 끈이네요.. 머리 묶기엔 짱짱하지 않아.. 다른 용도로 쓰고 다른 걸로 다시 주문했네요..,2
14430,14430,사이즈 잘 맞고 잘 포장돼서 왔습니다~,5
14431,14431,잘 쓰고 있아요!!,1
14432,14432,옷을 말할 것도 없이 너무나 좋은데.. 배송이 느려도 너어어어무 느려요... ㅠ,2
14433,14433,고구마가 깨져서 왔고 맛도 보통입니다. 제품 가격 대비 별로네요. 다시는 구매하기 싫어요,1
14434,14434,스트레칭하기 좋아요ㅋㅋ,4
14435,14435,역시 두더지 코 팩,5
14436,14436,거품도 안 나고 잘 닦이지 않아요 별로임,2
14437,14437,뒷면에 글씨 없이 왔네요 앞에만 적혀있고... 귀찮아서 그냥 씁니다,2
14438,14438,표준보다 더 편해요.,5
14439,14439,배송기사님 너무 불친절해요ㅠㅠ,2
14440,14440,시원한 소재로 신축성도 좋고 핏도 예뻐서 아이가 좋아합니다. 아이가 즐겨 입네요^^,5
14441,14441,신랑 입혀봤은데 예쁘네요 ^^,5
14442,14442,너무 작아서 별로네요,2
14443,14443,고양이 키우는 습기 많은 제주도 사람입니다. 탈취에 좋기는 한데 연무 액티 너무 비싸요,5
14444,14444,그냥 직구로 금액대 한 단계 더 높은 출력사는 게 낮겠음 약간의 오르막도 못 올라감 참고로 몸무게 60임,2
14445,14445,사용 후 뒤집어서 말릴 때 끝부분에 맺힌 물기를 제거하기가 약간 힘들긴 하지만 내구성은 뛰어납니다,5
14446,14446,가격 대비 양이 너무 작아요 오징어도 그렇고요. 시장 갔더니 훨씬 쌉니다.,2
14447,14447,설치도 쉽고 작동이 잘 됩니다~ 많이 파세요 ㅎㅎ,5
14448,14448,재구매 가격을 올렸네? 별로야,1
14449,14449,가죽 질이 좋습니다. 구성비 좋은 제품이네요. 다만 아쉬운 점은 수납공간이 더 넓었으면 합니다. 크기는 적당하니깐 폭을 1~3cm라도 좀 더 넓히는 것도 좋은 방법일듯싶네요. 잘 쓸게요. 또 구매 예상가~!,2
14450,14450,배송이 좀 늦지만.,5
14451,14451,재구매 푸석했던 머릿결이 좀 힘도 생기고 덜 푸석거려요^^,4
14452,14452,잘 쓸리고 보관도 편해요,5
14453,14453,포장상태 보고 놀라고 초미세 부분 보고 놀랐네요. 구성비도 논할 수 없습니다. 다 xx에서 천원 이천 원짜리가 나을듯합니다 저는 비추,1
14454,14454,매우 만족합니다 손에 착착 감기는 게 글씨도 예쁘게 나오고 볼펜 디자인도 매우 예쁘네요. 다음에도 또 구매할게요,5
14455,14455,배송 빠르고요 사용하기 편합니다 다만 마감 처리가 스테인리스 특성상 날카로운데 손가락이 다칠 수 있더라고요 참고 부탁드립니다,5
14456,14456,한번 신었는데 덧신 구멍 났습니다 ㅡ ㅡ,2
14457,14457,기대를 많이 했지만... 효과는 전혀 못 봤어요,2
14458,14458,원목의 느낌이 너무 좋아요 색감도 좋고요. 튼튼할 것 같기도 하고요. 하나. 근데 배송료 책정이 맘에 안 드네요 원주는 타 온라인 가구점은 수도권처럼 책정되던데 이 회사는. 강원권이라고 5만 원이나 받네요,5
14459,14459,ㅋ 대박 진짜 너무 좋아요 그리고 제가 생각했던 것보다 훨씬 많이 좋아요 그리고 정말 너무 좋아요 대박,4
14460,14460,저는 도저히 못 먹겠네요...,2
14461,14461,맛있는 오징어,5
